MainTitle,Type,Genre,Weighted_Score,Themes,Summary
Korogashi Ryōta,OAV,"['action', 'comedy']",0,No Theme Found,"Takao Ryota, a pervy, but well-meaning biker-turned-bus driver, street-races with others, fights roughnecks from his past, and mistreats his equally pervy friend. He must play knight, however, when his love interest is kidnapped by thugs."
Kōgyō Aika Volley Boys,OAV,['comedy'],0,['sports'],"In a mix of Field of Dreams and Ping Pong Club, sex-starved teenage boys at Kudo high school sign up for the girls' volleyball team-hoping that if they build it, the girls will come, to a year that has no girls in it at all."
Bōken Shite mo ii Goro,OAV,[],5.7642,No Theme Found,No summary found
Oyoneko Boonyan,TV,['comedy'],0,No Theme Found,No summary found
Anejiru The Animation - Shirakawa Sanshimai ni Omakase,OAV,"['erotica', 'romance']",7.0551,No Theme Found,"Yu Shirakawa has been living with his grandparents, but now he is going to live with his mother after ten years of separation. Her new husband, his stepfather, has three very beautiful daughters who are now his stepsisters. These girls—Kyoko, Ryoko, and Anzu Shirakawa—are waiting for him, welcome him, and let him use the room their father uses for his archaeological finds. In the room, Yu finds a cursed jar which, unless he collects woman's ""love juice"" within the period of time, will cast a terrible curse on him."
The Rapeman Anime Version,OAV,['erotica'],5.8638,No Theme Found,"The main character and ""anti-hero"", The Rapeman, is a high school teacher by day and dispenses his surreal brand of ""justice"" at night under the business ""Rapeman Services"", which is co-run with his uncle, a former surgeon. He uses rape as his weapon. The business' motto is ""Righting wrongs through penetration""."
Tori no Uta,OAV,['psychological'],5.7693,No Theme Found,"A boy is walking home through the city where he finds a new path that he follows. It starts to rain and he sheeks shelter with the aid of a girl. He falls in love with the girl. He gets a feather, and if he always carries it, they will meet again. He returns to his home following the path, but the next day he cant find it again. Time progresses and he forgets the girl. 25 years later he returns to the same city and he dreams of the girl. He is still dutifully carrying the feather."
Eko Eko Azarak,OAV,"['horror', 'supernatural']",5.274,No Theme Found,"A high school girl, Kuroi Misa, is invited to a high class Japanese style hotel by the owner. What he is worrying about is that the customers continuously killed themselves by hanging themselves in the garden. Misa is invited to dispel the spirits in the garden. There used to be an execution ground there. Misa proposes to use black magic to dispel the spirits, and she demands 10 million yen."
iDOLM@STER: XENOGLOSSIA,TV,"['action', 'comedy', 'drama', 'science fiction']",6.5359,['mecha'],"Haruka Amami isn't the most confident pop singer in Japan, but when she's accepted after an audition, she's sent to Tokyo to start a career in entertainment. Though, little does she know that the agency that's taken her on is actually a front for a task force that uses giant robots to defend the Earth from falling meteors."
Shibuya Honky Tonk,OAV,[],0,['yakuza'],No summary found
Stringendo - Angel-tachi no Private Lesson,OAV,"['comedy', 'erotica', 'romance']",7.7369,No Theme Found,Story about how each popular girls in high school ended up having sex with some of the less popular guys. Each of them have their own temptation for desire and lust which they could not control—that is sex.
Accelerando - Datenshi-tachi no Sasayaki,OAV,['erotica'],6.991,"['café', 'school']","Waitress Tamaki has sex with her playmate Kurono at the café she works for. Ignorant of their relationship, their common friend, Ohashi, visits the café as usual to see Tamaki whom he secretly loves. However, Kurono notices Ohashi’s feelings. In order to incite him into confessing his feelings to her, Kurono molests Tamaki and makes her wait on him as she is. As she was sexually excited, she gives off a female's scent, which, in turn, excites Ohashi."
Potemayo,TV,"['comedy', 'slice of life']",7.3121,['moe'],"Sunao Moriyama finds a strange but cute creature in his refrigerator that he names Potemayo. Potemayo starts following him everywhere, usually riding on top of his head. His discovery becomes the center of attention in his class at school. Soon after, a similar creature appears, and is named Guchuko by one of Sunao's classmates. However, Guchuko doesn't seem to be as good-natured as Potemayo."
Engage Planet Kiss Dum,TV,"['adventure', 'drama', 'science fiction', 'supernatural']",5.8989,"['mecha', 'military']","In A.D. 2031, humans are enjoying a prosperous existence until strange life forms called Hardians appear. They suddenly begin to multiply and assault the human population. As a countermeasure, mankind organizes the N.I.D.F. to investigate the Hardians and protect themselves. A fighter pilot, Aiba Shu, begins to become involved in the battle against the lifeforms. Rurika Yuno, one of Earth's foremost scientists, investigates the Hardians and hears rumors about the ""Book of a Dead Man"". Now, the fight for mankind's survival begins."
The Familiar of Zero: Knight of the Twin Moons,TV,"['adventure', 'comedy', 'drama', 'fantasy', 'romance']",7.5714,"['fanservice', 'harem', 'magical girl', 'tsundere']","This sequel is a continuation of the previous season, not long after the war. Louise and Saito seemingly getting along now since she knows that he had given up his only chance to return to Tokyo for her. The story continues as Louise begins to use Void Magic from a mysterious secret book she had recieved from her majesty Henrietta, while a new villain has appeared in town causing trouble."
Consenting Adultery,OAV,['erotica'],6.7203,No Theme Found,The manager in an apartment complex begins servicing the wives of two men who tend to leave their women unsatisfied.
Cantaloupe Collector,OAV,"['drama', 'erotica']",6.2469,No Theme Found,"A series of vignettes (sex scenes) about each of the characters, all of whom have something in common—their large busts and the men they like. However, what is more important is that they share the wish to become mothers; some because they feel lonely, others because they want a child for whom to care, but in the end they will accomplish their desire no matter what."
When They Cry - Kai,TV,"['drama', 'horror', 'mystery', 'psychological', 'supernatural', 'thriller']",8.0768,"['conspiracy', 'death', 'goddesses', 'harem', 'revenge', 'time travel', 'tragedy']","The endless cycle of hatred and death that befell the small village of Hinamizawa continues. Rika Furude, who is the sole witness of all those tragedies, tries to find a way out of it with her friends' help, without knowing if there is one after all."
Gunbuster vs Diebuster Aim for the Top! The GATTAI!! Movie,movie,"['action', 'science fiction']",7.1182,"['mecha', 'space navy', 'super robot']",No summary found
Mahō Shōjo Sae,OAV,['erotica'],5.6648,No Theme Found,No summary found
Catblue: Dynamite,ONA,"['action', 'fantasy', 'mystery']",5.9396,"['catgirls', 'girls with guns']","A girl who goes by ""Blue"" has cat ears and a tail and the ability to see ghosts. When two friends get caught up in a mob race to find a missing Sinatra tape that has some evidence on it, Blue uses her catlike abilities and afterlife connections to help out her new friends. The odds are stacked against them but Blue never quits on a job she starts."
My Bride is a Mermaid,TV,"['comedy', 'fantasy', 'romance', 'slice of life']",7.8416,"['harem', 'magical girl', 'mermaid', 'yakuza']","A young boy gets saved from drowning by a mermaid but, according to mermaid law, if a human sees a mermaid's true form, both have to be killed. The only solution to the problem is for him to marry her."
Kamichama Karin,TV,"['action', 'comedy', 'drama', 'magic', 'romance']",6.9681,['magical girl'],"Karin Hanazono is an orphan, living with her relatives. Her life has never been easy, her studies are not well, she is not the best in sports and technically she is miserable. Left with only a ring as a memento from her departed mother, she suddenly finds her life changed, as she was mourning her pet cat, Shii-chan. On that night she met a strange boy, Kazune Kujyou. After that event, she experiences several mysterious incidences that soon led her to find out that she is a little goddess. Finding others like her she soon sets out to understand herself better as her mysterious powers grow and she becomes beset by opponents."
Yes! Precure 5,TV,['magic'],6.8416,['magical girl'],"Nozomi Yumehara, a regular student, finds a magical book called the Dream Collet in the library and meets Coco and Nuts, two creatures from the Palmier Kingdom. They plead with Nozomi to restore their world, which has been destroyed by an organization called the Nightmares, by completing the Dream Collet and finding the 55 Pinkies to make any wish come true. Meanwhile, the Nightmares are moving into the real world. Once Nozomi agrees to help, Coco and Nuts transform her into the magical girl Cure Dream and turn four fellow students into her Pretty Cure team."
The Piano Forest,movie,"['drama', 'tournament']",7.6644,['music'],"Shūhei Amamiya transfers to Moriwaki Elementary filled with hope and ambition. But it doesn't take long before he gets picked on by the class bullies, and gets involved in a dare to play the mysterious piano in the forest. Igniting his meeting with an equally enigmatic child, Kai Ichinose, who seems to be the only one capable getting sound out of the thought to be broken piano."
The Skull Man,TV,"['horror', 'mystery', 'science fiction', 'supernatural']",6.7685,No Theme Found,"Set in an alternate history of Japan, freelance journalist Hayato Mitogami returns to his hometown of Ootomo to investigate rumors of a man wearing a skull mask committing murders there. Once in the city, he discovers connections between the victims and a local pharmaceutical company, a new religious sect, and strange half human, half animal creatures. Along with a young photographer, Kiriko Mamiya, he decides to find out who the Skull Man really is."
Lovely Complex,TV,"['comedy', 'drama', 'romance']",8.1185,"['school', 'school life']","Risa Koizumi, taller than the average girl, and Atsushi Ootani, shorter than the average guy—their constant bickering and comical love-hate relationship is well-known throughout the school. They act similarly and love the same music, and their friendship is full of laughing, shouting at each other, and of course, lots of jokes about one another's height. But when Risa notices her feelings for Ootani growing, she's worried. She doesn't know if he can ever see her as more than a friend. With her friends rooting for her, she struggles to make him see how she feels about him, and that a romantic relationship between a tall girl and a short guy can work. Oblivious Ootani doesn't make things easy for her, but she stubbornly perseveres in her own unconventional way, determined for her feelings to get through to him, and finally be returned. If only she could do it without driving herself and everyone else crazy in the process..."
